user_id,KC1,KC2,KC3,KC4,KC5,KC6,score_rate,is_test
34,0.08544544,0.005303595,0.02588279,0.1213134,0.025759764,0.12150688,0.125,True
35,0.08375049,0.004147458,0.0032304283,0.22738247,0.02578121,0.057692748,0.0625,True
36,0.041777562,0.004577617,0.009433805,0.23072124,0.025755238,0.120326005,0.0625,True
37,0.04137285,0.0028815556,0.0030917497,0.11620263,0.025742596,0.05757935,0.0,True
38,0.043493416,0.0071716215,0.026152179,0.23283684,0.025774185,0.12185846,0.125,True
39,0.08375049,0.004147458,0.0032304283,0.22738247,0.02578121,0.057692748,0.0625,True
40,0.08444805,0.0037322114,0.011409313,0.11698895,0.02576004,0.058314074,0.09375,True
41,0.16751271,0.013883274,0.0065976772,0.39854485,0.025947504,0.058227234,0.125,True
42,0.084293775,0.0048693307,0.013507573,0.11914887,0.025761748,0.119975455,0.09375,True
43,0.043666016,0.010257538,0.046181496,0.4034487,0.025804667,0.12192728,0.15625,True
44,0.084044546,0.003321872,0.012861723,0.11914302,0.025750933,0.119956665,0.09375,True
45,0.04147182,0.0029914272,0.005133874,0.11629844,0.025747871,0.05767387,0.03125,True
46,0.083817355,0.0070874346,0.0033251,0.22737375,0.025807582,0.057694834,0.0625,True
47,0.042119585,0.007715599,0.015404797,0.40246812,0.025772793,0.12117201,0.09375,True
48,0.16836238,0.0065424005,0.013799188,0.117283836,0.025867812,0.05859309,0.125,True
49,0.08587796,0.007304418,0.026171632,0.23287112,0.025808327,0.121875726,0.15625,True
50,0.1677636,0.005613405,0.0071812817,0.11658781,0.02586373,0.057970904,0.09375,True
51,0.08389873,0.0043820646,0.0061008427,0.11704604,0.025760345,0.118383594,0.0625,True
52,0.04137285,0.0028815556,0.0030917497,0.11620263,0.025742596,0.05757935,0.0,True
53,0.083875515,0.006960104,0.005497558,0.39834,0.025835335,0.058037154,0.09375,True
54,0.0864872,0.01885445,0.04626157,0.40347517,0.026239455,0.12194695,0.1875,True
55,0.08506693,0.008819671,0.016435713,0.23229639,0.025813416,0.121441685,0.125,True
56,0.08405198,0.0032880679,0.010214088,0.11677826,0.025756957,0.058113817,0.09375,True
57,0.085940346,0.01014333,0.026169911,0.40340993,0.02587745,0.12186161,0.15625,True
58,0.04176418,0.004542986,0.0063590407,0.2280331,0.025769716,0.05829193,0.0625,True
59,0.084448606,0.00497152,0.010532353,0.2310931,0.025793578,0.12058228,0.09375,True
60,0.08557865,0.006762215,0.016885154,0.23255599,0.02580616,0.121639214,0.125,True
61,0.08370107,0.0041642855,0.0031245502,0.116206884,0.025759347,0.05758278,0.03125,True
62,0.084803745,0.0054883966,0.0146501735,0.23030055,0.025805267,0.060007714,0.125,True
63,0.08592575,0.0073638717,0.04616241,0.2328514,0.025781386,0.1218689,0.15625,True
64,0.0857756,0.01760767,0.015894476,0.40052056,0.026212718,0.059828505,0.125,True
65,0.16682877,0.0041866014,0.0031341575,0.11621293,0.025770565,0.057585288,0.0625,True
66,0.041384943,0.0028943522,0.0049732313,0.11626384,0.025742723,0.05763743,0.03125,True
67,0.0864872,0.01885445,0.04626157,0.40347517,0.026239455,0.12194695,0.1875,True
68,0.084448606,0.00497152,0.010532353,0.2310931,0.025793578,0.12058228,0.09375,True
69,0.0864872,0.01885445,0.04626157,0.40347517,0.026239455,0.12194695,0.1875,True
70,0.08613348,0.011342944,0.04620024,0.23282565,0.02594267,0.121857755,0.15625,True
71,0.31162483,0.01910384,0.026217034,0.40312648,0.02686204,0.06148408,0.21875,True
72,0.04137285,0.0028815556,0.0030917497,0.11620263,0.025742596,0.05757935,0.0,True
73,0.16686544,0.0029167894,0.0031160293,0.11622733,0.025788376,0.057587758,0.0625,True
74,0.16932297,0.011477927,0.046217963,0.23287489,0.025973657,0.121887706,0.1875,True
75,0.084448606,0.00497152,0.010532353,0.2310931,0.025793578,0.12058228,0.09375,True
76,0.0864872,0.01885445,0.04626157,0.40347517,0.026239455,0.12194695,0.1875,True
77,0.083749995,0.006963604,0.005036247,0.2272986,0.02577299,0.057629038,0.0625,True
78,0.084044546,0.003321872,0.012861723,0.11914302,0.025750933,0.119956665,0.09375,True
79,0.08444805,0.0037322114,0.011409313,0.11698895,0.02576004,0.058314074,0.09375,True
80,0.0864872,0.01885445,0.04626157,0.40347517,0.026239455,0.12194695,0.1875,True
81,0.0864872,0.01885445,0.04626157,0.40347517,0.026239455,0.12194695,0.1875,True
82,0.08399467,0.013472042,0.005760253,0.39828062,0.025852667,0.058038548,0.09375,True
83,0.0857756,0.01760767,0.015894476,0.40052056,0.026212718,0.059828505,0.125,True
84,0.084448606,0.00497152,0.010532353,0.2310931,0.025793578,0.12058228,0.09375,True
85,0.08533773,0.009810144,0.023991277,0.22929385,0.025933314,0.059333485,0.125,True
86,0.16798377,0.008365983,0.0148507785,0.23028973,0.025798004,0.12006111,0.125,True
87,0.16715382,0.004261199,0.0033316258,0.22748096,0.025932116,0.057732828,0.09375,True
88,0.043666016,0.010257538,0.046181496,0.4034487,0.025804667,0.12192728,0.15625,True
89,0.16682877,0.0041866014,0.0031341575,0.11621293,0.025770565,0.057585288,0.0625,True
90,0.08623346,0.018412977,0.026110802,0.40264767,0.026224632,0.061302327,0.15625,True
91,0.0864872,0.01885445,0.04626157,0.40347517,0.026239455,0.12194695,0.1875,True
92,0.08444346,0.0049321624,0.011159203,0.22789285,0.025776748,0.05818717,0.09375,True
93,0.16682877,0.0041866014,0.0031341575,0.11621293,0.025770565,0.057585288,0.0625,True
94,0.08370107,0.0041642855,0.0031245502,0.116206884,0.025759347,0.05758278,0.03125,True
95,0.043666016,0.010257538,0.046181496,0.4034487,0.025804667,0.12192728,0.15625,True
96,0.08613348,0.011342944,0.04620024,0.23282565,0.02594267,0.121857755,0.15625,True
97,0.16686544,0.0029167894,0.0031160293,0.11622733,0.025788376,0.057587758,0.0625,True
98,0.0857756,0.01760767,0.015894476,0.40052056,0.026212718,0.059828505,0.125,True
99,0.08613348,0.011342944,0.04620024,0.23282565,0.02594267,0.121857755,0.15625,True
100,0.08626707,0.011891155,0.02625553,0.23289935,0.026051182,0.121907055,0.15625,True
101,0.08613112,0.011626363,0.017088573,0.23263362,0.026043622,0.12171258,0.125,True
102,0.04137285,0.0028815556,0.0030917497,0.11620263,0.025742596,0.05757935,0.0,True
103,0.16682877,0.0041866014,0.0031341575,0.11621293,0.025770565,0.057585288,0.0625,True
104,0.0864872,0.01885445,0.04626157,0.40347517,0.026239455,0.12194695,0.1875,True
105,0.0864872,0.01885445,0.04626157,0.40347517,0.026239455,0.12194695,0.1875,True
106,0.3086024,0.0042563123,0.0032085588,0.11624425,0.02581475,0.057603285,0.09375,True
107,0.0837319,0.0041965554,0.005041496,0.11627487,0.025759911,0.05764812,0.0625,True
108,0.08370107,0.0041642855,0.0031245502,0.116206884,0.025759347,0.05758278,0.03125,True
109,0.083692774,0.0029026815,0.0049850214,0.11627423,0.02574972,0.057644416,0.0625,True
110,0.0864872,0.01885445,0.04626157,0.40347517,0.026239455,0.12194695,0.1875,True
111,0.084293775,0.0048693307,0.013507573,0.11914887,0.025761748,0.119975455,0.09375,True
112,0.0864872,0.01885445,0.04626157,0.40347517,0.026239455,0.12194695,0.1875,True
113,0.08367783,0.0028872546,0.0030946038,0.11620707,0.025749406,0.057580803,0.03125,True
114,0.08509776,0.0150790205,0.016373869,0.40269855,0.025857976,0.121353686,0.125,True
115,0.08613112,0.011626363,0.017088573,0.23263362,0.026043622,0.12171258,0.125,True
116,0.16686544,0.0029167894,0.0031160293,0.11622733,0.025788376,0.057587758,0.0625,True
117,0.16937849,0.018333597,0.016578857,0.4010703,0.026346508,0.060182963,0.15625,True
118,0.16943237,0.011936731,0.017138027,0.23274767,0.026115902,0.12178655,0.15625,True
119,0.16969128,0.018914387,0.026287679,0.40347844,0.026364146,0.12191682,0.1875,True
120,0.1692462,0.0113033615,0.026171654,0.23245911,0.025967441,0.121592246,0.15625,True
121,0.16682877,0.0041866014,0.0031341575,0.11621293,0.025770565,0.057585288,0.0625,True
122,0.16733944,0.004740659,0.0071545476,0.117328525,0.025773399,0.11862709,0.09375,True
123,0.08367783,0.0028872546,0.0030946038,0.11620707,0.025749406,0.057580803,0.03125,True
124,0.0864872,0.01885445,0.04626157,0.40347517,0.026239455,0.12194695,0.1875,True
125,0.16682877,0.0041866014,0.0031341575,0.11621293,0.025770565,0.057585288,0.0625,True
126,0.08626707,0.011891155,0.02625553,0.23289935,0.026051182,0.121907055,0.15625,True
127,0.0857756,0.01760767,0.015894476,0.40052056,0.026212718,0.059828505,0.125,True
128,0.16951017,0.018719133,0.026151713,0.40278998,0.026374048,0.06135947,0.1875,True
129,0.30910853,0.007521349,0.010446606,0.22783336,0.025877887,0.05808215,0.15625,True
130,0.084558986,0.005161738,0.015745927,0.23214783,0.0257849,0.12131062,0.125,True
131,0.16893822,0.016309142,0.02609491,0.40333858,0.025954377,0.12179522,0.1875,True
132,0.1684462,0.015437415,0.016544756,0.40284407,0.025947554,0.12142067,0.15625,True
133,0.08623346,0.018412977,0.026110802,0.40264767,0.026224632,0.061302327,0.15625,True
134,0.08530359,0.00501383,0.016130857,0.1199979,0.025761442,0.120608136,0.09375,True
135,0.08469181,0.008736718,0.011548528,0.22782367,0.025927348,0.05813929,0.09375,True
136,0.16756617,0.0037453235,0.014159168,0.11956792,0.025791898,0.12025522,0.125,True
137,0.08587796,0.007304418,0.026171632,0.23287112,0.025808327,0.121875726,0.15625,True
138,0.04137285,0.0028815556,0.0030917497,0.11620263,0.025742596,0.05757935,0.0,True
139,0.16932435,0.007652146,0.026213547,0.23297267,0.025985826,0.12191751,0.1875,True
140,0.08427281,0.007591459,0.0129324645,0.22973989,0.02577519,0.11965483,0.09375,True
141,0.08613112,0.011626363,0.017088573,0.23263362,0.026043622,0.12171258,0.125,True
142,0.16918616,0.011438409,0.016640095,0.23092899,0.026113104,0.060480323,0.15625,True
